اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مصنع صغير لإنتاج الخل والعصائر المركزة,إنتاجي,20791329.02,0.7096,28181861.9,1702918.646,سعر السوق المنافس,2455 وحدة/كيلو,0.2822,مختلط,"المتاجر، المطاعم","تطبيقات التوصيل, تجار التجزئة",2.0177,1.9855,"التسويق الشفهي, لوحات إعلانية",7.7926,"آلات تصنيع، أدوات تغليف",تعز,28.8212,1.0086,0.7402,0.4428,0.6149,231.111,17.7306,0.9355,0.8553,0,0.5039,0.9941,31.2035
مزرعة نحل وإنتاج عسل - 3963,زراعي,9946086.344,0.7129,20327946.95,1250892.023,سعر السوق المنافس,1933 وحدة/كيلو,0.2806,تجار جملة ومصانع (B2B),"المهتمون بالعسل الطبيعي، تجار الجملة","وسائل التواصل الاجتماعي, تجار التجزئة",2.0063,1.0058,"لوحات إعلانية, التسويق الشفهي",4.0215,معدات متخصصة,إب,19.7852,1.9859,0.322,0.3161,0.6454,107.5768,15.895,0.6385,0.3648,0,0,2.0115,20.6511
محل بيع وتوزيع الخضروات والفواكه بالجملة,تجاري,7752754.685,0.7174,14943897.18,919142.7739,متنوع حسب الصنف,حسب الطلب اليومي,0.2458,أفراد (B2C),"المتاجر، المطاعم، الفنادق","تطبيقات التوصيل, وسائل التواصل الاجتماعي",,2.9391,"لوحات إعلانية, التسويق الشفهي",2.9215,"أرفف، نظام محاسبي، ثلاجات",عدن,25.3514,0.968,0.2499,0.2091,0.6807,30.3998,16.1275,0.5554,0.2458,,1.006,1.0361,25.4753
مزرعة نحل وإنتاج عسل - 3413,زراعي,5621795.186,0.5789,10655205.33,508246.0164,سعر السوق المنافس,2787 وحدة/كيلو,0.4302,تجار جملة ومصانع (B2B),"المهتمون بالعسل الطبيعي، تجار الجملة","تطبيقات التوصيل, البيع المباشر",,0.9756,"فيسبوك وواتساب, التسويق الشفهي",1.9183,معدات متخصصة,صنعاء,14.1644,1.9545,0.153,0.1474,0.382,106.6143,15.735,0.4418,0.1284,,0,2.0324,14.1233
محل بيع وتأجير معدات البناء الخفيفة,تجاري,6654662.743,0.7226,10676437.24,661455.611,متنوع حسب الصنف,حسب الطلب اليومي,0.2736,أفراد (B2C),"العمال، المقاولون الصغار","البيع المباشر, تطبيقات التوصيل",1.9804,1.9887,"فيسبوك وواتساب, لوحات إعلانية",0.9999,"أرفف، نظام محاسبي، ثلاجات",حضرموت,29.5692,1.0281,0.2181,0.1433,0.6842,62.2879,15.6119,0.5294,0,0,0.4975,0.9969,29.1072
نظارات,تجاري,9288802.863,0.4831,14628343.72,592568.1611,متنوع حسب الصنف,حسب الطلب اليومي,0.5314,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, البيع المباشر",,1.0214,"عروض ترويجية, لوحات إعلانية",0.9592,"أرفف، نظام محاسبي، ثلاجات",عدن,15.317,1.0153,0.3217,0.2089,0.2101,90.9683,16.3693,0.657,0,,0,0.978,15.6294
محل بيع ملابس مستوردة (بالة) - 70,تجاري,9717607.401,0.7259,23343935.98,1346680.983,متنوع حسب الصنف,حسب الطلب اليومي,0.2913,أفراد (B2C),الطبقة المتوسطة ومحدودي الدخل,"وسائل التواصل الاجتماعي, تجار التجزئة",2.0352,1.0219,"التسويق الشفهي, لوحات إعلانية",1.0245,"أرفف، نظام محاسبي، ثلاجات",تعز,18.6624,1.9461,0.3429,0.3593,0.5956,44.806,15.781,0.6208,0,0,0,2.0532,17.901
مطعم وجبات سريعة (برجر وشاورما) - 2972,إنتاجي/غذائي,20023338.42,0.7398,47501658.21,2914124.382,سعر السوق المنافس,3090 وحدة/كيلو,0.2703,مختلط,"الشباب، العائلات، الموظفون","تجار التجزئة, البيع المباشر",1.9791,1.0272,"لوحات إعلانية, التسويق الشفهي",8.8723,"آلات تصنيع، أدوات تغليف",حضرموت,18.3309,2.0387,0.7391,0.7924,0.6401,98.5042,17.102,0.9276,0.9904,0,0,2.0277,18.657
مكتب خدمات طلابية (بحوث وطباعة) - 58,خدمي,3142605.856,0.4988,7890194.795,325286.4305,حسب نوع الخدمة,حسب الطلب اليومي,0.5191,أفراد (B2C),طلاب الجامعات والمدارس العليا,"تجار التجزئة, وسائل التواصل الاجتماعي",2.9654,0.9987,"عروض ترويجية, لوحات إعلانية",0.9699,"أدوات مكتبية، أجهزة كمبيوتر",حضرموت,9.7399,2.0277,0.0618,0.0945,0.216,141.3597,15.1411,0.2442,0,1.011,0,1.9649,9.7074
محل بيع أدوات ومواد بناء - 2572,تجاري,10715331.8,0.7735,19748304.26,1256052.34,متنوع حسب الصنف,حسب الطلب اليومي,0.2518,أفراد (B2C),"المقاولون، الأفراد البناؤون","البيع المباشر, وسائل التواصل الاجتماعي",,1.9225,"عروض ترويجية, التسويق الشفهي",2.9519,"أرفف، نظام محاسبي، ثلاجات",عدن,25.7584,2.0013,0.3599,0.298,0.6915,55.3276,15.844,0.6895,0.2499,,0.5003,1.9649,26.2092
مركز لتعليم اللغات الأجنبية - 3898,خدمي,6318108.889,0.6015,8492058.455,423767.8715,حسب نوع الخدمة,حسب الطلب اليومي,0.3992,أفراد (B2C),"الطلاب، الباحثون عن عمل، المسافرون","تجار التجزئة, البيع المباشر",3.0238,2.0153,"عروض ترويجية, التسويق الشفهي",2.0238,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,21.4961,2.0101,0.1869,0.1101,0.4028,97.0285,16.2265,0.4696,0.1266,1.0109,0.5005,2.0001,22.6108
مشروع لإنتاج وتعبئة المخللات - 1203,إنتاجي/غذائي,8737897.802,0.7959,11317914.31,737914.6644,سعر السوق المنافس,1460 وحدة/كيلو,0.1931,مختلط,"المطاعم، البقالات، الأسر","تطبيقات التوصيل, تجار التجزئة",3.0183,1.0207,"التسويق الشفهي, عروض ترويجية",8.1887,"آلات تصنيع، أدوات تغليف",تعز,45.5135,1.9784,0.2937,0.1602,0.7511,132.0706,16.2995,0.6037,0.8913,0.9939,0,1.9531,45.4343
مطعم وجبات سريعة (برجر وشاورما) - 5304,إنتاجي/غذائي,10205648.95,0.696,22568793.05,1436755.823,سعر السوق المنافس,2421 وحدة/كيلو,0.2967,مختلط,"الشباب، العائلات، الموظفون","تطبيقات التوصيل, وسائل التواصل الاجتماعي",2.0397,1.0246,"فيسبوك وواتساب, عروض ترويجية",3.9341,"آلات تصنيع، أدوات تغليف",حضرموت,16.9076,1.9549,0.3609,0.382,0.5707,99.9617,15.5204,0.6947,0.3766,0,0,2.0037,16.0878
مشروع زراعة وإنتاج الزهور ونباتات الزينة,زراعي,6633503.177,0.7182,14754831.54,902435.3368,سعر السوق المنافس,4011 وحدة/كيلو,0.276,تجار جملة ومصانع (B2B),"محلات الزهور، المناسبات، الفنادق","البيع المباشر, وسائل التواصل الاجتماعي",,0.9842,"فيسبوك وواتساب, لوحات إعلانية",4.047,معدات متخصصة,صنعاء,19.3324,0.9987,0.1968,0.2168,0.6305,212.3279,15.5955,0.4943,0.3737,,0,1.0062,18.4575
مزرعة لتربية النحل وإنتاج شمع العسل,زراعي,9459571.352,0.7223,14882812.32,904765.0216,سعر السوق المنافس,1539 وحدة/كيلو,0.2898,تجار جملة ومصانع (B2B),"محلات العطارة، مصانع الأدوية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",2.8963,3.0433,"التسويق الشفهي, لوحات إعلانية",4.8103,معدات متخصصة,تعز,25.2921,1.0032,0.3207,0.2197,0.6079,107.3423,16.2992,0.6111,0.5032,0.978,1.0092,1.0361,25.2519
محل بيع أدوات كهربائية ومنزلية - 9399,تجاري,8626907.656,0.7869,21241736.09,1390454.759,متنوع حسب الصنف,حسب الطلب اليومي,0.203,أفراد (B2C),"المتزوجون حديثاً، العائلات","البيع المباشر, تطبيقات التوصيل",,3.0476,"لوحات إعلانية, فيسبوك وواتساب",2.9682,"أرفف، نظام محاسبي، ثلاجات",صنعاء,24.7142,1.9596,0.3029,0.318,0.7813,21.401,15.8608,0.6001,0.2498,,0.9866,1.936,24.3491
مصنع صغير لإنتاج المخللات,إنتاجي,14985507.46,0.7165,19642060.2,1155481.493,سعر السوق المنافس,4155 وحدة/كيلو,0.2705,مختلط,"محلات البقالة، المطاعم","البيع المباشر, تطبيقات التوصيل",1.9964,1.0412,"عروض ترويجية, فيسبوك وواتساب",6.0073,"آلات تصنيع، أدوات تغليف",عدن,35.8272,1.0197,0.5424,0.2902,0.6268,224.4267,16.8366,0.799,0.6106,0,0,0.9812,34.4867
دلال,تجاري,7773509.477,0.7601,17816938.29,1069561.703,متنوع حسب الصنف,حسب الطلب اليومي,0.2545,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","تطبيقات التوصيل, وسائل التواصل الاجتماعي",3.0788,2.0398,"عروض ترويجية, فيسبوك وواتساب",1.0195,"أرفف، نظام محاسبي، ثلاجات",تعز,20.7341,0.9819,0.2525,0.2661,0.682,79.3203,16.1143,0.5438,0,1.0265,0.4848,1.0084,20.8641
مصنع صغير لإنتاج المكرونة,إنتاجي,25809435.14,0.7427,35779129.38,2254387.764,سعر السوق المنافس,2340 وحدة/كيلو,0.2476,مختلط,"محلات البقالة، المطاعم","تطبيقات التوصيل, البيع المباشر",,0.998,"عروض ترويجية, التسويق الشفهي",6.0339,"آلات تصنيع، أدوات تغليف",صنعاء,35.7657,1.0188,0.9883,0.5918,0.6792,232.8841,17.118,0.9759,0.6223,,0,0.992,35.6726
مزرعة لإنتاج الفطر - 7494,زراعي,10690722.9,0.7539,17785398.99,1206773.399,سعر السوق المنافس,1951 وحدة/كيلو,0.2045,تجار جملة ومصانع (B2B),"المطاعم، الفنادق، الأسواق","وسائل التواصل الاجتماعي, تجار التجزئة",1.9874,1.0076,"التسويق الشفهي, فيسبوك وواتساب",4.973,معدات متخصصة,إب,35.3855,2.0374,0.3626,0.2858,0.7532,200.2376,15.9467,0.6612,0.5083,0,0,1.9755,34.31
محل لبيع الأجهزة الإلكترونية المستعملة - 3079,تجاري,9848201.802,0.7449,19334998.42,1217901.936,متنوع حسب الصنف,حسب الطلب اليومي,0.2701,أفراد (B2C),"الطلاب، المكاتب الصغيرة، الأفراد","وسائل التواصل الاجتماعي, تطبيقات التوصيل",,2.0637,"التسويق الشفهي, فيسبوك وواتساب",1.0157,"أرفف، نظام محاسبي، ثلاجات",صنعاء,22.9116,1.9532,0.3364,0.2944,0.6618,20.5097,15.5279,0.6577,0,,0.5144,2.0118,23.092
خدمات تنظيف منازل ومكاتب - 9056,خدمي,5177002.228,0.6174,11542536.19,588168.7932,حسب نوع الخدمة,حسب الطلب اليومي,0.3865,أفراد (B2C),"المكاتب، الشركات، المنازل الفاخرة","وسائل التواصل الاجتماعي, تجار التجزئة",2.0495,3.0396,"لوحات إعلانية, فيسبوك وواتساب",3.0595,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,13.4825,2.0531,0.1379,0.1583,0.4302,150.7347,15.2604,0.4007,0.2491,0,0.9954,2.0199,13.2397
محل بيع أدوات ومواد بناء - 2196,تجاري,7952108.182,0.6993,14910218.46,880526.8763,متنوع حسب الصنف,حسب الطلب اليومي,0.2986,أفراد (B2C),"المقاولون، الأفراد البناؤون","تطبيقات التوصيل, البيع المباشر",,1.9849,"فيسبوك وواتساب, التسويق الشفهي",2.0137,"أرفف، نظام محاسبي، ثلاجات",إب,21.4601,2.034,0.2552,0.2236,0.6079,57.8999,16.0625,0.5937,0.1217,,0.4908,2.0708,21.4404
محل بيع وتصليح هواتف ذكية - 8405,تجاري,3613874.702,0.7779,8422937.039,552550.8014,متنوع حسب الصنف,حسب الطلب اليومي,0.2289,أفراد (B2C),"الشباب، الطلاب، عامة الناس","تجار التجزئة, وسائل التواصل الاجتماعي",,2.0364,"لوحات إعلانية, التسويق الشفهي",2.0395,"أرفف، نظام محاسبي، ثلاجات",صنعاء,23.0884,2.0626,0.0807,0.1096,0.725,45.4307,14.878,0.2836,0.1228,,0.4989,2.023,23.0526
تمريض,خدمي,6386659.681,0.4562,14260761.12,560815.0472,حسب نوع الخدمة,حسب الطلب اليومي,0.5528,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","وسائل التواصل الاجتماعي, تجار التجزئة",3.0039,3.0969,"عروض ترويجية, فيسبوك وواتساب",2.9346,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,9.3664,1.0152,0.1881,0.2179,0.1766,151.2967,15.5039,0.4941,0.2416,1.0103,0.9767,1.0128,9.7534
محل بيع عصائر طبيعية - 19,إنتاجي/غذائي,14611352.74,0.6941,23942139.52,1397303.485,سعر السوق المنافس,1221 وحدة/كيلو,0.3091,مختلط,"الشباب، العائلات، المارة","تجار التجزئة, البيع المباشر",3.0839,1.9618,"لوحات إعلانية, التسويق الشفهي",2.9251,"آلات تصنيع، أدوات تغليف",حضرموت,26.3385,2.0497,0.5436,0.3701,0.6157,95.7722,16.3846,0.7908,0.2433,1.0107,0.4989,1.9865,25.634
خدمات تنظيم المعارض والمؤتمرات,خدمي,2167011.735,0.6532,4731722.919,242891.4979,حسب نوع الخدمة,حسب الطلب اليومي,0.3559,أفراد (B2C),"الشركات الكبرى، المؤسسات الحكومية","وسائل التواصل الاجتماعي, تطبيقات التوصيل",3.0378,1.0408,"فيسبوك وواتساب, لوحات إعلانية",1.0422,"أدوات مكتبية، أجهزة كمبيوتر",إب,15.8116,0.9906,0.0216,0.0399,0.4765,172.7125,14.7925,0.1035,0,0.9941,0,1.0364,16.1053
صنع بخور,إنتاجي,8860957.041,0.8314,11691845.2,828524.7665,سعر السوق المنافس,2178 وحدة/كيلو,0.1529,مختلط,"تجار التجزئة، البقالات، المطاعم","تطبيقات التوصيل, وسائل التواصل الاجتماعي",2.0268,0.9864,"لوحات إعلانية, فيسبوك وواتساب",9.1523,"آلات تصنيع، أدوات تغليف",حضرموت,56.2194,0,0.2788,0.1591,0.8277,127.5576,16.6224,0.6075,1.0016,0,0,0,55.0744
مغسلة سيارات آلية - 11,خدمي,5849678.938,0.6598,10479585.53,561432.3905,حسب نوع الخدمة,حسب الطلب اليومي,0.3639,أفراد (B2C),أصحاب السيارات الفاخرة والشركات,"تجار التجزئة, وسائل التواصل الاجتماعي",,2.0225,"لوحات إعلانية, فيسبوك وواتساب",0.998,"أدوات مكتبية، أجهزة كمبيوتر",تعز,19.471,1.9694,0.1767,0.1449,0.4856,249.8252,15.2497,0.4788,0,,0.4912,1.9747,19.571
ورشة نجارة وتفصيل مطابخ - 8749,صناعي,21718618.33,0.6782,29323099.93,1688946.836,سعر السوق المنافس,1972 وحدة/كيلو,0.3093,تجار جملة ومصانع (B2B),"المنازل الجديدة، تجديد المطابخ","البيع المباشر, تطبيقات التوصيل",2.047,1.0226,"فيسبوك وواتساب, التسويق الشفهي",8.9917,"آلات تصنيع، أدوات تغليف",إب,27.2767,1.9385,0.7841,0.4678,0.5593,118.8822,17.3828,0.9508,0.9776,0,0,1.9892,27.5093
"مركز طبي , عيادة",خدمي,3663230.388,0.425,7198475.579,258948.7839,حسب نوع الخدمة,حسب الطلب اليومي,0.5734,أفراد (B2C),"المستهلك النهائي، الأسر، الشباب","وسائل التواصل الاجتماعي, تجار التجزئة",3.007,3.0075,"عروض ترويجية, فيسبوك وواتساب",2.9812,"أدوات مكتبية، أجهزة كمبيوتر",صنعاء,10.9555,1.0056,0.0824,0.0838,0.1214,156.7945,15.2865,0.2906,0.2538,0.9916,0.9782,1.0398,11.2458
